Week,Team,Pos,G,Cmp,Passing Attempts,Passing Yards,Passing TDs,INTs,Rushing Attempts,Rushing Yards,Rushing TDs,Receptions,Receiving Yards,Receiving TDs,FPts,FPts/G
8,Bears,TE,5,,,,,,1,1,0,23,221,3,63.2,12.6
8,49ers,TE,5,,,,,,1,2,0,18,257,3,61.9,12.4
8,Cardinals,TE,5,,,,,,0,0,0,30,255,1,61.5,12.3
8,Commanders,TE,5,,,,,,1,2,0,27,252,1,58.4,11.7
8,Packers,TE,4,,,,,,0,0,0,26,186,0,44.6,11.2
8,Colts,TE,5,,,,,,0,0,0,18,236,2,53.6,10.7
8,Bills,TE,5,,,,,,0,0,0,26,206,1,52.6,10.5
8,Seahawks,TE,4,,,,,,0,0,0,17,222,0,39.2,9.8
8,Titans,TE,4,,,,,,0,0,0,18,152,1,39.2,9.8
8,Browns,TE,4,,,,,,3,6,0,20,152,0,35.8,9
8,Cowboys,TE,4,,,,,,0,0,0,17,171,0,34.1,8.5
8,Panthers,TE,4,,,,,,0,0,0,12,132,1,31.2,7.8
8,Rams,TE,5,,,,,,0,0,0,17,190,0,36,7.2
8,Raiders,TE,5,,,,,,0,0,0,17,190,0,36,7.2
8,Steelers,TE,4,,,,,,1,0,0,12,104,1,28.4,7.1
8,Buccaneers,TE,4,,,,,,0,0,0,11,95,1,26.5,6.6
8,Bengals,TE,3,,,,,,0,0,0,11,80,0,19,6.3
8,Broncos,TE,5,,,,,,0,0,0,12,70,1,25,5
8,Dolphins,TE,3,,,,,,0,0,0,5,56,0,10.6,3.5
9,Bills,QB,5,125,176,"1,437",12,4,27,97,4,,,,153.6,30.7
9,Eagles,QB,5,130,189,"1,500",10,5,47,180,3,,,,151,30.2
9,Ravens,QB,5,97,142,"1,159",7,2,44,195,3,,,,123.5,24.7
9,Commanders,QB,5,141,209,"1,475",10,3,19,88,0,,,,122.6,24.5
9,Colts,QB,5,102,170,"1,300",7,5,20,98,3,,,,120.8,24.2
9,Bears,QB,5,105,154,"1,152",9,5,34,151,2,,,,120.7,24.1
9,Chiefs,QB,5,135,191,"1,455",8,6,20,131,0,,,,117.9,23.6
9,Chargers,QB,4,83,131,951,7,4,21,53,2,,,,92.9,23.2
9,Cowboys,QB,4,94,126,"1,021",7,4,20,53,1,,,,90.4,22.6
9,49ers,QB,5,93,134,"1,298",8,5,18,81,1,,,,111,22.2
9,Dolphins,QB,5,121,174,"1,392",10,6,15,14,0,,,,111,22.2
9,Falcons,QB,5,114,173,"1,323",5,5,18,112,2,,,,109.4,21.9
9,Bengals,QB,4,108,143,950,8,2,15,55,0,,,,85,21.3
9,Cardinals,QB,5,109,185,"1,024",6,5,35,165,2,,,,103.7,20.7
9,Lions,QB,5,128,190,"1,355",7,3,10,9,1,,,,102.7,20.5
9,Buccaneers,QB,4,96,153,964,6,3,16,88,0,,,,81,20.3
9,Vikings,QB,5,123,177,"1,279",9,3,12,7,0,,,,100.7,20.1
9,Jaguars,QB,5,112,158,"1,199",6,2,30,155,0,,,,99.5,19.9
9,Broncos,QB,5,86,129,822,10,2,24,144,0,,,,95.5,19.1
9,Texans,QB,4,65,116,894,5,1,10,33,1,,,,74,18.5
9,Packers,QB,4,84,138,837,4,7,11,90,1,,,,72.9,18.2
9,Seahawks,QB,4,83,128,969,5,5,13,38,0,,,,72.3,18.1
9,Saints,QB,5,125,196,"1,274",6,3,12,16,0,,,,89.3,17.9
9,Titans,QB,4,72,109,892,5,3,20,55,0,,,,70.1,17.5
9,Rams,QB,5,95,162,"1,202",6,3,5,33,0,,,,87.4,17.5
9,Panthers,QB,4,95,142,903,5,2,8,26,0,,,,67.8,16.9
9,Jets,QB,4,83,134,870,3,1,13,80,0,,,,63.5,15.9
9,Giants,QB,5,98,145,894,2,2,39,198,1,,,,78.5,15.7
9,Raiders,QB,5,103,168,"1,040",3,7,14,20,1,,,,72,14.4
9,Steelers,QB,4,78,128,797,2,3,20,31,1,,,,57,14.2
9,Patriots,QB,5,99,153,972,4,6,9,15,0,,,,66.1,13.2
9,Browns,QB,4,69,139,753,1,9,16,55,0,,,,47.2,11.8
9,49ers,RB,5,,,,,,111,427,8,28,274,5,176.1,35.2
9,Lions,RB,5,,,,,,139,666,7,29,230,0,160.6,32.1
9,Dolphins,RB,5,,,,,,96,610,8,26,178,1,158.8,31.8
9,Saints,RB,5,,,,,,116,418,2,48,321,1,139.9,28
9,Browns,RB,4,,,,,,110,481,5,15,125,0,105.6,26.4
9,Titans,RB,4,,,,,,88,479,3,21,177,0,104.6,26.2
9,Broncos,RB,5,,,,,,104,516,0,33,267,3,129.3,25.9
9,Colts,RB,5,,,,,,124,593,5,20,190,0,128.3,25.7
9,Ravens,RB,5,,,,,,105,463,5,24,242,0,124.5,24.9
9,Jets,RB,4,,,,,,73,369,2,24,190,1,97.9,24.5
9,Jaguars,RB,5,,,,,,120,434,6,17,193,1,121.7,24.3
9,Bears,RB,5,,,,,,117,544,3,20,101,2,114.5,22.9
9,Rams,RB,5,,,,,,126,583,5,12,101,0,110.4,22.1
9,Eagles,RB,5,,,,,,97,321,3,34,187,1,108.8,21.8
9,Steelers,RB,4,,,,,,77,294,2,24,175,0,82.9,20.7
9,Raiders,RB,5,,,,,,97,330,3,28,232,0,102.2,20.4
9,Falcons,RB,5,,,,,,132,513,1,20,176,1,100.9,20.2
9,Chiefs,RB,5,,,,,,92,350,2,27,196,1,99.6,19.9
9,Commanders,RB,5,,,,,,72,277,2,24,208,2,96.5,19.3
9,Seahawks,RB,4,,,,,,82,401,2,13,70,0,72.1,18
9,Chargers,RB,4,,,,,,83,281,1,16,152,1,71.3,17.8
9,Patriots,RB,5,,,,,,91,311,3,24,148,0,87.9,17.6
9,Vikings,RB,5,,,,,,98,363,1,20,127,1,81,16.2
9,Cowboys,RB,4,,,,,,75,233,1,20,146,0,63.9,16
9,Bills,RB,5,,,,,,95,360,1,14,174,1,79.4,15.9
9,Packers,RB,4,,,,,,70,262,1,19,123,0,63.5,15.9
9,Giants,RB,5,,,,,,133,415,0,20,117,1,79.2,15.8
9,Buccaneers,RB,4,,,,,,67,193,0,22,188,0,60.1,15
9,Bengals,RB,4,,,,,,72,292,1,16,79,0,59.1,14.8
9,Cardinals,RB,5,,,,,,86,385,1,16,91,0,69.6,13.9
9,Panthers,RB,4,,,,,,87,266,1,12,83,0,52.9,13.2
9,Texans,RB,4,,,,,,101,360,0,7,82,0,51.2,12.8
9,Bengals,WR,4,,,,,,3,-2,0,82,813,8,211.1,52.8
9,Dolphins,WR,5,,,,,,2,25,0,87,"1,141",9,257.6,51.5
9,Bills,WR,5,,,,,,0,0,0,83,"1,006",9,237.6,47.5
9,Commanders,WR,5,,,,,,3,1,1,89,"1,001",6,231.2,46.2
9,Cowboys,WR,4,,,,,,6,93,0,58,695,6,172.8,43.2
9,Eagles,WR,5,,,,,,0,0,0,71,"1,012",7,214.2,42.8
9,Panthers,WR,4,,,,,,8,42,0,72,712,3,165.4,41.4
9,Seahawks,WR,4,,,,,,2,-2,1,57,726,5,165.4,41.4
9,Buccaneers,WR,4,,,,,,3,30,0,60,670,5,160,40
9,Rams,WR,5,,,,,,2,8,0,66,937,6,196.5,39.3
9,Vikings,WR,5,,,,,,5,17,0,68,813,7,193,38.6
9,Lions,WR,5,,,,,,3,41,0,69,849,4,182,36.4
9,Chargers,WR,4,,,,,,6,65,0,50,662,3,140.7,35.2
9,Colts,WR,5,,,,,,2,11,0,64,844,4,173.5,34.7
9,Saints,WR,5,,,,,,3,22,0,57,816,4,164.8,33
9,Bears,WR,5,,,,,,10,61,0,53,765,4,159.6,31.9
9,Packers,WR,4,,,,,,2,-4,0,44,582,4,125.8,31.5
9,Texans,WR,4,,,,,,9,39,0,40,604,3,122.3,30.6
9,Jaguars,WR,5,,,,,,7,16,0,57,700,4,152.6,30.5
9,Chiefs,WR,5,,,,,,7,15,0,56,662,4,147.7,29.5
9,Titans,WR,4,,,,,,0,0,0,33,549,5,117.9,29.5
9,Cardinals,WR,5,,,,,,12,81,0,56,591,4,147.2,29.4
9,Steelers,WR,4,,,,,,5,32,0,40,535,2,108.7,27.2
9,Raiders,WR,5,,,,,,6,25,0,55,580,3,133.5,26.7
9,Falcons,WR,5,,,,,,1,0,0,53,664,2,131.4,26.3
9,Broncos,WR,5,,,,,,1,-11,0,42,496,6,126.5,25.3
9,Patriots,WR,5,,,,,,3,28,0,50,539,3,124.7,24.9
9,49ers,WR,5,,,,,,12,70,0,45,708,0,122.8,24.6
9,Ravens,WR,5,,,,,,3,13,0,49,590,2,121.3,24.3
9,Jets,WR,4,,,,,,5,40,0,40,463,1,96.3,24.1
9,Giants,WR,5,,,,,,4,25,0,51,512,0,104.7,20.9
9,Browns,WR,4,,,,,,5,20,0,33,413,0,76.3,19.1
9,Chiefs,TE,5,,,,,,1,1,0,52,597,3,129.8,26
9,Falcons,TE,5,,,,,,0,0,0,42,505,2,104.5,20.9
9,Ravens,TE,5,,,,,,1,0,0,24,327,5,86.7,17.3
9,Cardinals,TE,5,,,,,,0,0,0,37,342,2,83.2,16.6
9,Texans,TE,4,,,,,,2,1,1,19,214,3,64.5,16.1
9,Bears,TE,5,,,,,,1,1,0,32,286,3,78.7,15.7
9,Saints,TE,5,,,,,,22,112,3,23,198,1,78,15.6
9,Jaguars,TE,5,,,,,,0,0,0,39,319,1,76.9,15.4
9,Lions,TE,5,,,,,,0,0,0,30,276,3,75.6,15.1
9,Vikings,TE,5,,,,,,0,0,0,35,339,1,74.9,15
9,49ers,TE,5,,,,,,1,2,0,20,316,3,69.8,14
9,Eagles,TE,5,,,,,,0,0,0,25,301,2,67.1,13.4
9,Commanders,TE,5,,,,,,1,2,0,28,266,2,66.8,13.4
9,Bills,TE,5,,,,,,0,0,0,28,257,2,65.7,13.1
9,Colts,TE,5,,,,,,0,0,0,18,266,3,62.6,12.5
9,Browns,TE,4,,,,,,1,2,0,21,215,1,48.7,12.2
9,Patriots,TE,5,,,,,,0,0,0,25,285,1,59.5,11.9
9,Chargers,TE,4,,,,,,1,2,0,16,127,3,46.9,11.7
9,Giants,TE,5,,,,,,0,0,0,26,265,1,58.5,11.7
9,Jets,TE,4,,,,,,0,0,0,19,217,1,46.7,11.7
9,Titans,TE,4,,,,,,1,4,0,19,168,1,42.2,10.6
9,Cowboys,TE,4,,,,,,0,0,0,16,180,1,40,10
9,Packers,TE,4,,,,,,0,0,0,22,146,0,36.6,9.2
9,Panthers,TE,4,,,,,,0,0,0,12,115,2,35.5,8.9
9,Raiders,TE,5,,,,,,0,0,0,20,228,0,42.8,8.6
9,Buccaneers,TE,4,,,,,,0,0,0,14,106,1,30.6,7.7
9,Seahawks,TE,4,,,,,,0,0,0,12,175,0,29.5,7.4
9,Rams,TE,5,,,,,,0,0,0,17,164,0,33.4,6.7
9,Broncos,TE,4,,,,,,0,0,0,11,59,1,22.9,5.7
9,Steelers,TE,4,,,,,,0,0,0,14,87,0,22.7,5.7
9,Bengals,TE,3,,,,,,0,0,0,10,58,0,15.8,5.3
9,Dolphins,TE,3,,,,,,0,0,0,8,73,0,15.3,5.1
